feature,importance,fold
OCCUPATION_TYPE_Laborers,0.09119445645988,1
OCCUPATION_TYPE_Low_skill_Laborers,0.08182500547659875,1
OCCUPATION_TYPE_Managers,0.0,1
OCCUPATION_TYPE_Medicine_staff,0.046165482814872774,1
OCCUPATION_TYPE_Private_service_staff,0.018982342046783746,1
OCCUPATION_TYPE_Realty_agents,0.007833901075854712,1
OCCUPATION_TYPE_Sales_staff,0.04308691593809287,1
OCCUPATION_TYPE_Secretaries,0.012512804981282797,1
OCCUPATION_TYPE_Security_staff,0.028971706155415996,1
OCCUPATION_TYPE_Waiters_barmen_staff,0.03086699233381282,1
OCCUPATION_TYPE_nan,0.01735210182294613,1
WEEKDAY_APPR_PROCESS_START_MONDAY,0.08002700262856756,1
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.013430445269198578,1
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.06622557922255715,1
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.007316816624210868,1
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.0479250242952777,1
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.028570943525435197,1
WEEKDAY_APPR_PROCESS_START_nan,0.0,1
ORGANIZATION_TYPE_Agriculture,0.016902871425153627,1
ORGANIZATION_TYPE_Bank,0.06002251963051642,1
ORGANIZATION_TYPE_Business_Entity_Type_1,0.01818225045983393,1
ORGANIZATION_TYPE_Business_Entity_Type_2,0.04038892504074161,1
ORGANIZATION_TYPE_Business_Entity_Type_3,0.15457043417578056,1
ORGANIZATION_TYPE_Cleaning,0.012176079015961145,1
ORGANIZATION_TYPE_Construction,0.11418125534167396,1
ORGANIZATION_TYPE_Culture,0.0018198512337255712,1
ORGANIZATION_TYPE_Electricity,0.0055762164894784675,1
ORGANIZATION_TYPE_Emergency,0.000853421235251878,1
ORGANIZATION_TYPE_Government,0.03018275272018401,1
ORGANIZATION_TYPE_Hotel,0.016411767548008174,1
ORGANIZATION_TYPE_Housing,0.04293884911874843,1
ORGANIZATION_TYPE_Industry__type_1,0.013139875369489375,1
ORGANIZATION_TYPE_Industry__type_10,0.0002667914955148259,1
ORGANIZATION_TYPE_Industry__type_11,0.006432382839546252,1
ORGANIZATION_TYPE_Industry__type_12,0.011220580914649246,1
ORGANIZATION_TYPE_Industry__type_13,0.001365306998270862,1
ORGANIZATION_TYPE_Industry__type_2,0.010681909218914272,1
ORGANIZATION_TYPE_Industry__type_3,0.033071041561559766,1
ORGANIZATION_TYPE_Industry__type_4,0.008952825486204517,1
ORGANIZATION_TYPE_Industry__type_5,0.022669354928694867,1
ORGANIZATION_TYPE_Industry__type_6,0.0029258884553921287,1
ORGANIZATION_TYPE_Industry__type_7,0.00431086873288527,1
ORGANIZATION_TYPE_Industry__type_8,0.0012362640472178656,1
ORGANIZATION_TYPE_Industry__type_9,0.09471569144412796,1
ORGANIZATION_TYPE_Insurance,0.0034041525547252732,1
ORGANIZATION_TYPE_Kindergarten,0.016773675613292814,1
ORGANIZATION_TYPE_Legal_Services,0.030862794061825658,1
ORGANIZATION_TYPE_Medicine,0.03859371969916194,1
ORGANIZATION_TYPE_Military,0.09885014949090284,1
ORGANIZATION_TYPE_Mobile,0.01980164724264467,1
ORGANIZATION_TYPE_Other,0.009299443051071991,1
ORGANIZATION_TYPE_Police,0.06606003128254632,1
ORGANIZATION_TYPE_Postal,0.03491430163787766,1
ORGANIZATION_TYPE_Realtor,0.04505350572485637,1
ORGANIZATION_TYPE_Religion,0.000979099097354742,1
ORGANIZATION_TYPE_Restaurant,0.008762137890100608,1
ORGANIZATION_TYPE_School,0.08888577429633412,1
ORGANIZATION_TYPE_Security,0.04236273274074513,1
ORGANIZATION_TYPE_Security_Ministries,0.019529944247306648,1
ORGANIZATION_TYPE_Self_employed,0.16787189355990828,1
ORGANIZATION_TYPE_Services,0.01082479735299137,1
ORGANIZATION_TYPE_Telecom,0.002454595954217849,1
